torvik_id,year,rank,team,conf,games,record,adj_oe,adj_de,barthag,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,wab
2024 Tarleton St.,2024,282,Tarleton St.,WAC,30,10–20,83.9,97.8,0.1457,42.6,45.8,22.1,19.7,27.3,28.2,27.3,30.9,41.1,45.2,30.4,31.2,32.8,37.5,68.3,-18.1
2024 American,2024,286,American,Pat,30,10–20,84.4,98.9,0.1401,43.7,47.3,23.5,23.6,28.1,30.8,27.6,31.8,45.7,48.2,25.8,30.3,28.5,30.9,70.9,-18.5
2024 Elon,2024,289,Elon,CAA,30,10–20,78.7,92.4,0.137,39,44.3,25.1,24.7,30.7,34.3,21,30.3,39.2,45.2,25.6,28.4,29.1,34.1,68.2,-16.8
2024 Lafayette,2024,327,Lafayette,Pat,30,10–20,82.8,102.9,0.0757,45.3,46.2,23.5,19.9,24.6,30.9,20.9,25.7,43.7,45.2,32.9,32.2,28.8,33.3,66,-17.8
2022 Texas Tech,2022,74,Texas Tech,B12,30,11–19,103.7,90,0.8355,48.1,46.6,24.1,19,32.3,29.8,31.8,26.8,46.7,43.9,35,35,23.5,31.5,67.9,-5.4
2022 Pittsburgh,2022,99,Pittsburgh,ACC,30,11–19,91.4,83.8,0.7306,40.9,42.1,25.6,20.6,37.5,31.3,30.3,28.7,39.9,39.9,29.2,30.7,24.7,34.5,71.4,-6.3
2022 Providence,2022,164,Providence,BE,30,11–19,86.1,85.9,0.5076,43.6,42.3,25.4,20,28.5,31.2,27.9,24.3,43.6,40.6,29.2,30.3,28.4,35.5,69.1,-10.9
2022 Valparaiso,2022,247,Valparaiso,MVC,30,11–19,91.1,100,0.256,49.6,47.3,23.7,20.9,17.1,34.2,27.6,28.1,49.7,47.1,33,31.8,48.6,34.3,67.1,-12.3
2022 Tennessee St.,2022,265,Tennessee St.,OVC,30,11–19,83.5,93.6,0.2126,43.4,49.8,26.1,30.2,31.9,36.7,26.3,42.7,45.4,48.6,25,35.1,25.3,31.6,73.5,-15.3
2023 Minnesota,2023,108,Minnesota,B10,30,11–19,96,88.8,0.7095,45.3,46.8,23.1,19.4,32.8,27.5,27.1,27,44.2,47.3,31.9,30.6,28.4,29.6,74.2,-9.3
2023 Butler,2023,117,Butler,BE,30,11–19,97.7,91.9,0.6673,49.2,49.4,24.3,19.6,26,29.1,24.1,19.6,44.8,50.3,37.6,31.7,38.2,30.6,65.8,-8.4
2023 Milwaukee,2023,197,Milwaukee,Horz,30,11–19,89.1,92.3,0.3995,46,44.1,25,20,30.2,28,22.6,27,48.2,41.1,27.8,33.3,34.3,33.7,66,-15.5
2023 Indiana St.,2023,215,Indiana St.,MVC,30,11–19,89.2,94.2,0.3486,45.3,48.7,23,23.6,30.3,28.4,30,34.9,44,48.6,32,32.5,31.3,40.7,70.4,-15.5
2023 Oral Roberts,2023,224,Oral Roberts,Sum,30,11–19,94.8,100.5,0.3374,47.4,50.7,20.6,20.8,25.9,32,28.6,32,47.7,50.5,31.3,34.1,35.2,34.5,80.2,-13.3
2023 Miami OH,2023,230,Miami OH,MAC,30,11–19,97.1,103.3,0.3304,48.4,50.3,22.4,17.9,28.9,28.2,31.8,32.3,47.4,49.6,33.6,34.5,32.5,31.4,71.6,-15.5
2023 Evansville,2023,267,Evansville,MVC,30,11–19,86.5,97.9,0.1945,42.3,49.3,23.5,19.8,28,32.1,41.9,29.4,41,48.9,30.1,33.6,31.7,28.6,71.3,-14.5
2023 Mount St. Mary's,2023,304,Mount St. Mary's,MAAC,30,11–19,81,96.8,0.1136,42.1,43.4,23.5,23.8,24.6,37.5,22.4,28.6,42.2,43.8,28,28.5,45.1,32.3,68.3,-16.2
2024 Missouri,2024,79,Missouri,SEC,30,11–19,103.3,90.6,0.8173,51.3,47.6,22.5,19,24.9,29.8,23,23.6,50,47.7,35.5,31.6,39.7,34.8,70.3,-7.9
2024 New Orleans,2024,255,New Orleans,Slnd,30,11–19,83.5,93.8,0.2066,38.5,44.9,22.7,24.6,29,33.5,32.1,28,37.6,44.6,27.7,30.2,23.8,34.6,74.3,-16.1
2024 Ohio,2024,263,Ohio,MAC,30,11–19,84.9,96.4,0.1877,45.2,48.8,24.8,28.4,23.5,38.1,29.8,32.5,46.9,50.7,28.6,30.6,42.8,41,74.9,-15.7
2024 Iona,2024,302,Iona,MAAC,30,11–19,86.5,103.1,0.1177,45.8,46.4,24.8,20.6,26,32.1,23,20.7,43,46.9,33.5,30.2,38.9,31.8,66.5,-17.3
2022 Tennessee Martin,2022,207,Tennessee Martin,OVC,30,12–18,86.1,90.1,0.3717,45.5,47.6,23.4,25.8,21,32.1,31.3,28.2,42.9,44.4,33.5,35.2,35.3,38,63.3,-12.4
2022 George Washington,2022,213,George Washington,A10,30,12–18,82,86.3,0.358,38.7,44.9,22.8,22.9,33,27.8,24.2,28,37.5,43.7,27.7,31.5,30.8,33.4,64.5,-12.9
2022 Lafayette,2022,274,Lafayette,Pat,30,12–18,82.7,94,0.1859,42.8,43,25.2,20.8,31.9,31.6,19,23.2,43.5,40.9,27.2,31.2,25.9,35.5,66.2,-15.5
2023 Marist,2023,268,Marist,MAAC,30,12–18,83.9,95,0.1941,40.1,44.2,21.9,23.2,26.6,33.4,33.2,21,39.4,44.6,27.8,29.1,29,37.9,68.5,-15.5
2024 Georgia,2024,100,Georgia,SEC,30,12–18,95,86.6,0.7443,43.4,44.9,22.8,20.9,33.2,32.9,26.8,27.1,44,42.9,27.5,32.3,21.2,35.9,69.4,-7.4
2024 New Mexico St.,2024,181,New Mexico St.,CUSA,30,12–18,86.7,89.3,0.417,43.4,45.7,24.8,24.8,32.5,30.5,28.6,35.9,42.6,47,30.4,28.7,24.5,33.1,68.1,-14.8
2024 Saint Mary's,2024,194,Saint Mary's,WCC,30,12–18,93.2,97,0.3863,49.1,48.5,24.1,23.7,23.9,36,25.5,27.3,47.7,47.4,34.5,33.4,33.9,41.6,65.8,-13
2024 George Washington,2024,199,George Washington,A10,30,12–18,86,89.9,0.3764,42.4,44.2,24.6,23.3,33.9,28.1,23.3,31.9,40.2,43.1,30.7,31.1,38.8,30.7,66.8,-13.4
2024 Texas St.,2024,219,Texas St.,SB,30,12–18,89.4,95.1,0.3276,45.3,46.7,25.5,26.4,32.8,36,31.8,34.5,43.4,48.7,33.1,28.1,30.6,30.8,67.5,-15.6
2024 Little Rock,2024,244,Little Rock,OVC,30,12–18,82.5,91.4,0.2341,42.7,47,22.1,25.9,25.1,30.5,29.9,38.5,42.3,46.2,29.7,32.5,19.8,32.9,65.4,-14.2
2024 Coppin St.,2024,270,Coppin St.,MEAC,30,12–18,81.8,94,0.1681,39.7,44,24.3,24.5,31.3,34.1,32,24.5,39.5,44,26.6,29.4,36.9,27.5,67.5,-14.3
2024 NJIT,2024,300,NJIT,AE,30,12–18,81.9,97.3,0.1209,42.3,43.5,26.4,21.3,33.2,34.6,29.3,27.8,42.7,43.1,27.6,29.7,26.5,26.6,69.7,-15.8
2025 BYU,2025,83,BYU,B12,30,13-17,100.1,87.8,0.8194,49.3,45.9,23.6,19.5,28.8,27.6,22.2,33.9,47.9,43.1,34.2,34.2,39.6,33.4,69.9,-5.7
2025 Wisconsin,2025,95,Wisconsin,B10,30,13-17,104.2,93.9,0.767,48.2,50.7,22.1,17.7,30,30.6,26.9,23.1,47.1,49.8,33.8,35.1,31.3,31.8,67,-2.8
2025 Delaware,2025,220,Delaware,CAA,30,13-17,90.1,97.5,0.2864,47.8,45.2,24.3,23.5,27.3,32.7,27.4,28,44.7,45.9,35.8,29.2,34.8,33.5,69,-15.1
2025 Northern Illinois,2025,226,Northern Illinois,MAC,30,13-17,92.5,100.8,0.2728,50.2,48.3,23.9,18.2,24.6,28.8,25.4,23.6,47.4,48.2,36.8,32.3,35.6,36,70.2,-13.6
2025 Sam Houston St.,2025,235,Sam Houston St.,CUSA,30,13-17,81.8,89.7,0.2558,38.4,49.8,27.6,31.1,34.8,35.3,39.6,30.6,39.4,51.2,22.8,30.5,19.4,26.8,71.6,-12.9
2025 Appalachian St.,2025,242,Appalachian St.,SB,30,13-17,90.1,99.1,0.2493,47.4,48.1,24.9,20.6,28.4,31.1,24.7,30,45.5,46.3,33.6,33.9,39.2,40,68.3,-13.2
2025 Texas St.,2025,254,Texas St.,SB,30,13-17,85.8,95.9,0.2186,41.9,47.6,26.1,24.6,32.5,33.5,37.2,35.9,42.3,49.4,27.1,29.3,28.6,33.1,68.7,-14
2025 Western Carolina,2025,258,Western Carolina,SC,30,13-17,91.3,102.7,0.2064,47.1,46.4,25,19.8,30.6,32.7,30.9,34,48.5,46.5,29.4,30.8,31.4,33,69.2,-13.7
2025 Loyola Chicago,2025,259,Loyola Chicago,A10,30,13-17,86.6,97.5,0.2033,43.6,48.5,26.1,25.9,30.5,37.3,25.6,31.8,42.9,49.4,29.8,31.2,41.1,34.6,66.2,-13.3
2025 North Alabama,2025,279,North Alabama,ASun,30,13-17,89.9,103.1,0.1711,47.3,47.8,22.6,17.1,30.3,28.5,23.4,26.9,45.4,47.2,34.3,32.7,31.1,31.6,67.3,-14.6
2025 West Georgia,2025,286,West Georgia,ASun,30,13-17,86.8,100.6,0.1557,45.1,48,24.1,21.2,33.2,32.4,32.1,29.7,46.8,49.5,28,29.9,35.7,31.5,69.6,-14
2025 Morgan St.,2025,326,Morgan St.,MEAC,30,13-17,81,101.6,0.0685,38.8,46.8,26.6,26.7,37.5,38.7,37.7,39.1,40.1,46.9,23.4,31,25.8,27.7,69,-14.3
2022 Saint Joseph's,2022,144,Saint Joseph's,A10,30,13–17,93.7,91.5,0.5685,45.3,45.3,24.2,20,32.2,33.2,26.4,23.4,43.5,45.1,32.8,30.3,32.7,32.2,64.5,-11.3
2023 Georgia Tech,2023,73,Georgia Tech,ACC,30,13–17,97,83.5,0.8481,41.5,43.6,22,22.2,33.2,34.1,27.8,26.8,41.4,44,27.7,28.3,26.4,27.7,67.5,-4.5
2023 California,2023,79,California,P12,30,13–17,104,90.6,0.8308,47.3,47.6,20.1,20.1,30.6,31.4,25,29.5,45.6,46.4,34,33.7,30.9,27.8,69.7,-4.4
2023 Georgetown,2023,103,Georgetown,BE,30,13–17,90.8,83.3,0.7273,42.5,45.9,21.3,24,28,29.8,24.3,29.3,42.3,43.5,28.7,33.3,27.7,37.5,69.6,-6.1
2023 Santa Clara,2023,115,Santa Clara,WCC,30,13–17,103,96.4,0.6804,49.1,46.8,18.4,20.6,27,34.6,25.4,27.2,50.7,45.9,30.9,32.6,38.5,30.4,69.4,-12.1
2023 UT Arlington,2023,164,UT Arlington,WAC,30,13–17,95,95.4,0.4877,45.2,49.5,21.9,23.8,31.9,32,38.8,37.3,45.5,48,29.3,35.1,20,31.7,75,-12
2023 Idaho,2023,179,Idaho,BSky,30,13–17,95.9,97.9,0.4407,48.9,47.2,16.7,17.3,15,28.7,27.2,23.8,47.9,45.4,33.3,34,46.3,31.7,72.6,-13.4
2023 St. Thomas,2023,217,St. Thomas,Sum,30,13–17,88.3,93.4,0.3453,47.2,46.4,24.4,22,29.4,28.6,28.3,31.6,47.3,46.4,31.3,31,37,30.3,67.3,-13.8
2023 UC San Diego,2023,226,UC San Diego,BW,30,13–17,89.2,94.7,0.3344,45.3,45.8,24.4,19.8,25.3,27.3,25.6,28.2,45,44.1,30.4,32.6,43.9,36.2,68.9,-14.3
2023 Tennessee Martin,2023,244,Tennessee Martin,OVC,30,13–17,89.1,97.6,0.2593,47.1,49.7,24.5,27.8,26.7,32.1,29.8,34.1,46.9,50.3,31.5,32.4,37.3,36.1,68.7,-14.6
2023 Bucknell,2023,248,Bucknell,Pat,30,13–17,85,93.8,0.2446,44.7,43.3,20.8,18.2,21.7,25.9,29.6,18.6,45.3,42,28.9,31,27,27.8,65.8,-14.1
2023 Nebraska Omaha,2023,257,Nebraska Omaha,Sum,30,13–17,88.6,98.9,0.2213,45.1,49.9,21.4,20.9,22.3,29.7,31.5,27.9,46,48.7,28.8,34.7,33.3,36.7,69.7,-12.8
2023 Arkansas Pine Bluff,2023,286,Arkansas Pine Bluff,SWAC,30,13–17,83.6,97,0.1527,42.8,42.9,25.7,23.2,34.6,33.1,43.2,41.3,44.1,42.7,25.7,28.9,23.7,28.1,73.4,-14.7
2024 Memphis,2024,113,Memphis,Amer,30,13–17,93.2,86.4,0.7053,41.3,47.3,21.5,26.7,37.5,31.8,26.8,39.8,40.2,48,29.5,30,27.2,23,73.6,-10.3
2024 Air Force,2024,190,Air Force,MWC,30,13–17,90.1,93.7,0.3892,43.6,48.2,21.2,26.5,28.9,34.7,21.5,36,41.8,48.8,31.3,31.1,34,25.5,70.6,-12.5
2024 Fairleigh Dickinson,2024,329,Fairleigh Dickinson,NEC,30,13–17,83.9,104.8,0.0723,43.5,44.4,23.7,20.2,33.1,31.2,23.1,26.1,41.7,43.9,30.7,30.4,41.2,28.7,65.4,-14
2025 Loyola Marymount,2025,214,Loyola Marymount,WCC,30,14-16,91.1,97.8,0.3061,43.2,49.4,18.2,23.1,26.7,33.5,24.8,21.8,41.6,49.3,30.8,33.1,35.4,30.5,66.2,-12.8
2025 Little Rock,2025,231,Little Rock,OVC,30,14-16,87.9,96.2,0.2618,42.2,49,21.2,25.1,29.3,32.3,34.2,33.2,43.2,49.1,25.7,32.5,20.1,34.1,66.4,-11.7
2025 Hofstra,2025,270,Hofstra,CAA,30,14-16,83.8,94.9,0.1925,41.5,42.6,24.6,20.7,35.6,32.5,24.7,29.4,39.7,43.8,30.4,26.7,31.3,32,66.1,-14
2025 Charleston Southern,2025,316,Charleston Southern,BSth,30,14-16,80.4,98.6,0.0872,41.9,44.8,27.1,21.5,32.5,34.6,23.1,23.4,43.5,45.1,26.2,29.6,37.4,31.5,68.6,-12.2
2022 Wichita St.,2022,113,Wichita St.,Amer,30,14–16,92.3,86.3,0.6851,42.2,43,24.6,23.1,38,32.2,25.3,26.5,41.7,43,29.3,28.6,24.2,36,70.8,-7.5
2022 San Diego St.,2022,178,San Diego St.,MWC,30,14–16,90.5,91.2,0.4778,43.6,45.5,18.7,19.2,28.5,25.8,22.8,29,41.2,44.4,33,31.5,29.1,37.5,67.9,-11
2022 Milwaukee,2022,195,Milwaukee,Horz,30,14–16,89,91.7,0.4167,44.8,44.7,25.5,22.3,33.8,28.7,22.8,25.5,45.5,44.5,28.8,30.1,32.8,34.2,66.3,-11.5
2022 Northern Colorado,2022,200,Northern Colorado,BSky,30,14–16,88.8,91.7,0.4091,46.6,43.5,26.1,18.8,32.3,27.6,28.6,25,42.9,44.2,35.2,28,37.7,33.3,65.4,-13.1
2022 Monmouth,2022,276,Monmouth,MAAC,30,14–16,80.9,92.1,0.1833,43.1,43.7,26.7,23.4,31,29.6,22.3,24.1,42.8,44.3,29,28,36.5,27.1,70.9,-14
2022 Grambling St.,2022,298,Grambling St.,SWAC,30,14–16,85.1,100.4,0.1304,44,47.1,23.6,25.6,30,36.7,32.8,37.2,44.2,47.8,29.1,29.9,30.5,26.9,70.4,-12.7
2023 Murray St.,2023,122,Murray St.,MVC,30,14–16,100.7,95.1,0.6569,49.2,48.2,21.1,19,30.2,26.8,27.6,21.3,47.1,47.5,35.3,33,36.8,33.2,67.4,-11.5
2023 New Mexico St.,2023,145,New Mexico St.,WAC,30,14–16,89.8,87.6,0.5724,42.7,46.7,20.6,26.3,33.1,28.4,26,45.1,43.7,46,26.3,32,23.4,32.7,67.1,-12.7
2023 Davidson,2023,162,Davidson,A10,30,14–16,96.7,96.8,0.4958,48.4,49.7,22.9,23.2,30.2,30.6,22.3,30.1,48.6,49.2,32,33.8,35.2,32.2,65.9,-10.8
2023 Cal St. Fullerton,2023,198,Cal St. Fullerton,BW,30,14–16,91.2,94.8,0.3923,44.8,45.1,21.6,21.6,25.7,30.8,31.1,24.9,42.4,46,34.5,29,26,36.2,67.5,-12.9
2023 Merrimack,2023,331,Merrimack,NEC,30,14–16,85.4,107.8,0.0643,43.3,47.7,23.6,23,32.5,34.7,26.2,28,42,47.7,30.3,31.9,36.4,33.7,69.7,-13.6
2024 Oklahoma St.,2024,47,Oklahoma St.,B12,30,14–16,105.8,84.6,0.9294,50.4,46.5,20.3,20.6,23.1,28.6,25.3,24.3,50.9,47.1,33,30.3,38.4,36.4,69.8,-3.4
2024 Houston,2024,92,Houston,B12,30,14–16,97.3,87.3,0.7762,42.6,48.4,20.9,28.6,32.1,35.8,26.7,32.2,42.1,49.1,29,31.2,35.7,29.6,72.5,-5.3
2024 SMU,2024,122,SMU,Amer,30,14–16,98.9,93.2,0.6646,47,45.6,20.2,22.1,29.5,31.2,33,29.3,47.4,45.1,30.5,31.1,23.1,33.2,70.7,-11.3
2024 Milwaukee,2024,206,Milwaukee,Horz,30,14–16,92.2,96.8,0.3637,48.8,44.3,24.8,20.2,31.7,30.7,26.1,30.3,48.1,44.6,33.3,29.1,38.2,33.6,66.9,-13.6
2024 Northern Illinois,2024,246,Northern Illinois,MAC,30,14–16,86.6,96.6,0.221,45.1,44.7,22.1,17.3,27.7,27.2,23.9,23.4,43.9,44.7,31.4,29.8,36.5,35.1,70.9,-14.1
2024 Alabama A&M,2024,277,Alabama A&M,SWAC,30,14–16,83.6,96.9,0.1559,41,43.8,24.8,24.4,35.7,31.4,30.6,33.6,40.9,41.8,27.5,33,24,25.4,68.4,-14.4
2025 Fordham,2025,212,Fordham,A10,30,15-15,86.9,93,0.316,41.2,44.3,26,26.7,39.3,34.8,28.6,34.5,42.4,44,25.5,29.8,29.7,36.9,68.4,-10.5
2025 Elon,2025,256,Elon,CAA,30,15-15,81.5,91.6,0.2088,40.2,44.6,25,25,32.9,33.7,27.5,31.4,41.7,45.2,23.8,28.8,25.9,30.6,68,-12
2025 Detroit Mercy,2025,276,Detroit Mercy,Horz,30,15-15,85.1,97.3,0.1764,45.2,50.1,25,24.5,28,27.7,29.1,34.9,46.6,49.2,28.1,34.6,32.6,32.7,71.5,-11.2
2025 Binghamton,2025,277,Binghamton,AE,30,15-15,88.3,101.2,0.1727,45.8,47.2,24.6,24.4,31.7,34.4,28.8,21.7,46.2,47.2,30,31.4,34.5,36.6,65.4,-13.2
2025 Grambling St.,2025,296,Grambling St.,SWAC,30,15-15,81.7,96.4,0.129,37.9,45.6,24.4,29.4,39,37.6,33.6,39.2,37.7,45.1,25.6,31.4,20.3,27,74.8,-11
2022 West Virginia,2022,55,West Virginia,B12,30,15–15,97.1,81,0.8893,44.2,45.8,23.4,27,32.9,30.3,26.9,37,43.6,42.5,30.6,35.2,24.3,31.5,71.6,-0.9
2022 Michigan St.,2022,73,Michigan St.,B10,30,15–15,102.7,89.1,0.8367,48.7,46.7,21.7,21.7,33.8,29,30.6,26.4,46.7,45.2,35.4,32.9,31,37,68.8,-3.7
2022 Saint Mary's,2022,135,Saint Mary's,WCC,30,15–15,97.1,93.2,0.6157,47.7,46.8,25.1,17.4,33.2,28.8,31.4,27.8,46.8,45.2,32.8,33.3,36,32.9,72,-6.5
2022 Oakland,2022,214,Oakland,Horz,30,15–15,90.5,95.2,0.3571,43.5,46.9,22.4,22.6,33.3,31.3,27.3,27.3,42.8,48.9,29.8,28.2,35.5,30.8,68.7,-10.9
2022 Niagara,2022,269,Niagara,MAAC,30,15–15,85.1,95.9,0.2023,42.1,51.1,25.1,31.4,35.8,36.6,30.1,29.2,43.1,52.5,26.7,31.9,32.2,29.5,81.1,-12.5
2022 NJIT,2022,294,NJIT,AE,30,15–15,82.1,96.6,0.1338,44.5,40.5,26.6,20.9,30.5,34,29.6,26.9,45.4,38.8,28.2,30.1,31.1,26.9,68,-13.2
2023 Virginia,2023,59,Virginia,ACC,30,15–15,101.3,84.3,0.8914,44.7,43.3,22,24.2,36.4,28.3,26.6,30.6,46,44.1,27.9,27.9,29.8,34.4,72.9,-3.4
2023 Fairfield,2023,251,Fairfield,MAAC,30,15–15,82.1,90.8,0.2383,42.9,43.8,26,25.4,31.5,30,26.7,25.3,41.4,43.9,30.6,29.1,32.9,30.7,68.4,-13.2
2023 Alabama St.,2023,299,Alabama St.,SWAC,30,15–15,88.7,105.3,0.1219,43.9,47.6,26.3,22.8,32.3,38,37.7,33.3,44.3,45.8,28.5,35,28.3,27.1,69.4,-10.8
2024 Virginia,2024,63,Virginia,ACC,30,15–15,104.4,87.5,0.8841,45.3,45.1,20.1,20.6,34.6,29.2,27,31.3,44.4,44.9,31.4,30.3,33.7,34.7,73.3,-3.4
2024 Austin Peay,2024,175,Austin Peay,ASun,30,15–15,88.3,90.1,0.4442,47.7,43.3,25.7,22.3,28.6,28.4,35.5,31.3,48.4,41.3,30.6,32.3,26.1,28.8,66.3,-12.5
2024 USC Upstate,2024,309,USC Upstate,BSth,30,15–15,80.2,96.6,0.106,43.5,44.7,27.2,25.2,29.8,32.1,31.1,27.6,41.7,44.1,31.7,30.6,31.2,36.2,69.8,-13.7
2025 Kansas,2025,77,Kansas,B12,30,16-14,101.8,88.3,0.8367,48.3,48.9,20.8,21.5,20.6,28.6,37,28.2,45.9,47.4,35.2,34.3,35.3,38.2,67,-1.2
2025 St. Thomas,2025,176,St. Thomas,Sum,30,16-14,96.8,99,0.4348,48.6,49.9,21.1,20.6,28.1,28.6,28.1,35.3,49.3,50.5,31.5,32.3,30.5,28.2,69.2,-10.6
2025 Long Beach St.,2025,253,Long Beach St.,BW,30,16-14,90.5,101.1,0.219,41.9,43.9,22.2,21.6,34.5,33.3,28,28.6,41.8,43.4,28.2,30,31.1,34.9,73,-10.9
2022 Purdue,2022,77,Purdue,B10,30,16–14,100.2,87.6,0.8244,48.2,45.7,21.3,21.2,29.3,30.5,23.1,29.5,47.9,47.5,32.4,27.6,39,29.4,71.3,-3.5
2022 San Diego,2022,94,San Diego,WCC,30,16–14,93,84.8,0.7445,45.1,47.7,24.6,30.1,34.6,32.8,31.9,40.9,44.2,48.8,31.5,30.3,27.9,30.3,72.5,-5.4
2022 Richmond,2022,126,Richmond,A10,30,16–14,99.6,94.9,0.6362,52.4,42.6,23.3,18.2,27.9,34.3,25.6,24.2,53.5,41.7,34.1,29.8,47.1,29.1,71.6,-10.1
2022 Davidson,2022,139,Davidson,A10,30,16–14,96.2,92.7,0.6035,46.4,45.7,22.7,23.7,32.3,33.1,22.2,31,46.9,44.8,30.3,31.6,35.1,33,67.6,-8.6
2023 Nebraska,2023,46,Nebraska,B10,30,16–14,102.7,82,0.9299,48,44.7,21.8,20.8,32.1,24.9,28.3,28.9,46.9,43.2,33,31.9,41,31.9,70.4,-1
2023 Michigan St.,2023,49,Michigan St.,B10,30,16–14,106.3,85.6,0.9236,48.8,46.8,19,26.7,33.1,26.6,32.5,35.7,49,46.1,32.3,32,38,35.8,73.2,-3.1
2023 Florida,2023,75,Florida,SEC,30,16–14,100.8,87.2,0.8414,44.2,44.9,22.3,23.2,33,33.8,34.1,29.3,42.8,44.1,31.6,31.3,30.7,29.6,72.5,-2
2023 Northern Illinois,2023,181,Northern Illinois,MAC,30,16–14,98.7,100.9,0.4376,48,50.5,20,19.5,33.4,27.3,25,25,45.6,50.4,34.5,33.7,38.8,38.4,68.1,-10.3
2023 Lehigh,2023,193,Lehigh,Pat,30,16–14,93.8,96.8,0.4095,48.7,44.9,20,19.9,23.3,28.6,24.9,22,48.1,44.6,32.9,30.5,46.4,27.9,72.9,-12
2023 Delaware,2023,209,Delaware,CAA,30,16–14,88,91.8,0.3787,46.1,41.7,25.8,22.7,33.2,31.8,29.4,29.8,44.6,40,32.8,30.3,31.7,31.3,73.7,-11.3
2023 Maine,2023,220,Maine,AE,30,16–14,91.9,97.3,0.3419,47.9,45.5,23.2,20.3,30.1,28.8,19,26.3,46.8,47.7,33.3,26.1,36.6,25.3,64.9,-10.1
2023 Howard,2023,245,Howard,MEAC,30,16–14,84.1,92.2,0.259,40.3,41.6,21.9,25.1,29.5,35.2,31.8,33.5,37.2,41.5,30.7,27.8,34.3,36.8,70.9,-11.9
2023 Southern,2023,254,Southern,SWAC,30,16–14,82.9,91.9,0.2337,41.4,46.5,21.9,26.5,28,33.6,31.6,45.7,38.4,47.8,33.4,29.2,26,33.9,66.4,-8.8
2024 Washington,2024,45,Washington,P12,30,16–14,102.2,80.7,0.9377,48,43.6,20.3,21,30.3,28.3,20.1,22.8,48,43.3,32,29.4,35.9,30.7,65.5,-1.4
2024 Bowling Green,2024,186,Bowling Green,MAC,30,16–14,97.9,101.3,0.4019,49.7,48.9,22,19.5,30.4,30.8,28.7,26.8,49,46.7,33.9,35.5,36.9,32.9,68.2,-9.5
2024 Utah Tech,2024,210,Utah Tech,WAC,30,16–14,94.8,99.9,0.353,51.2,45.2,18.4,16.1,19.7,30.1,21.9,19.5,50.9,45.1,34.4,30.3,48.8,40.6,71,-11.6
2024 Canisius,2024,251,Canisius,MAAC,30,16–14,89,99.6,0.215,46,45.5,25.2,20.3,32.8,28,26.9,26.1,42.8,47.6,33.8,27.8,39.9,35.2,67.1,-12.1
2025 Tulane,2025,141,Tulane,Amer,30,17-13,91.9,88.4,0.6099,47.2,41.4,25.3,22.3,30.6,33.1,30.1,23.2,46.2,41.4,32.8,27.7,32.7,32.7,73.1,-8.2
2025 East Tennessee St.,2025,192,East Tennessee St.,SC,30,17-13,86.5,89.9,0.3933,43.7,43.2,22.3,26,30.1,33.1,23.9,26.8,41.6,44.4,31.5,27.5,37.5,36.4,64,-9.7
2025 Drexel,2025,193,Drexel,CAA,30,17-13,90.9,94.5,0.3903,44.3,45.6,23.3,23.9,33.5,34.3,19.9,26.9,45.7,44.9,27.8,31.4,35,29.8,63.7,-9.8
2022 Florida St.,2022,48,Florida St.,ACC,30,17–13,102.2,83.8,0.9071,47.8,43.5,22.9,22.2,32.1,30.7,28.1,23.6,48.1,41,31.4,32.3,26.4,33.5,68.1,-0.17
2022 Duke,2022,57,Duke,ACC,30,17–13,100.1,83.9,0.8846,46.6,43.6,23.8,20.9,34.5,31.4,24.4,21.4,46.6,41.7,31.1,33,36.2,25.1,68.6,1.1
2022 Alabama,2022,60,Alabama,SEC,30,17–13,105.4,88.8,0.8766,48,44.9,21.4,23.3,32.5,33.9,32.7,27.8,46.6,45.4,33.5,29.2,39.2,26.1,69.6,-1.5
2022 Drake,2022,84,Drake,MVC,30,17–13,100.3,89.5,0.788,51.2,45.2,24.2,19.8,32,28.6,28.9,21.8,53.6,41,31.8,35,40.6,36.7,73.9,-5.6
2023 Missouri,2023,53,Missouri,SEC,30,17–13,104.5,85,0.915,50.5,45.9,23,22.4,27.7,29.8,25.6,27,48.5,43.2,35.8,33.7,38.8,37.3,66.3,-1.2
2023 Tulane,2023,97,Tulane,Amer,30,17–13,97.3,88.3,0.7527,47.7,41.8,23.4,21.6,33.4,32.9,25.4,22.2,48.2,41.9,31.1,27.7,35.9,34.8,68.2,-7.4
