year,game_id,round,team_region,team_seed,team,opp_region,opp_seed,opponent,win_prob_raw,win_prob
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,8,Kansas,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,8,Kansas,0.6469960808753967,0.7319524140940445
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,8,Kansas,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,8,Kansas,0.27608177065849304,0.29790004449640106
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,8,Kansas,0.6058070063591003,0.6521519994805244
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,8,Kansas,0.27440351247787476,0.28555849876890566
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,8,Kansas,0.6506779789924622,0.7020999555035989
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,8,Kansas,0.20192360877990723,0.21869458342096698
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,8,Kansas,0.2369358092546463,0.28055541474306167
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,8,Kansas,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,8,Kansas,0.2369358092546463,0.25618593727496314
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,8,Kansas,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,9,Georgia Tech,0.721389651298523,0.7813054165790331
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,9,Georgia Tech,0.748525857925415,0.8103185536092115
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,9,Georgia Tech,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,9,Georgia Tech,0.32312828302383423,0.34784800051947556
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,9,Georgia Tech,0.6044827699661255,0.6683717226866486
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,9,Georgia Tech,0.27608177065849304,0.29790004449640106
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,9,Georgia Tech,0.6044827699661255,0.7184091068275794
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,9,Georgia Tech,0.27608177065849304,0.29790004449640106
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,9,Georgia Tech,0.2369358092546463,0.256571607681903
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,9,Georgia Tech,0.27440351247787476,0.28555849876890566
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,9,Georgia Tech,0.2999282777309418,0.351150765522551
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,9,Georgia Tech,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,9,Georgia Tech,0.2369358092546463,0.25618593727496314
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,9,Georgia Tech,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,9,Georgia Tech,0.2369358092546463,0.25618593727496314
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,9,Georgia Tech,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,10,Arkansas,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,10,Arkansas,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,10,Arkansas,0.721389651298523,0.7813054165790331
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,10,Arkansas,0.721389651298523,0.8267465389593457
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,10,Arkansas,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,10,Arkansas,0.6879229545593262,0.7730804195925983
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,10,Arkansas,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,10,Arkansas,0.27608177065849304,0.29790004449640106
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,10,Arkansas,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,10,Arkansas,0.32312828302383423,0.3318198861802213
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,10,Arkansas,0.721389651298523,0.7813054165790331
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,10,Arkansas,0.2336340695619583,0.25390404021780966
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,10,Arkansas,0.27671876549720764,0.3129215846593711
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,10,Arkansas,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,10,Arkansas,0.2369358092546463,0.25618593727496314
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,10,Arkansas,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,11,Missouri St.,0.721389651298523,0.7813054165790331
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,11,Missouri St.,0.748525857925415,0.8103185536092115
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,11,Missouri St.,0.32312828302383423,0.3318198861802213
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,11,Missouri St.,0.32312828302383423,0.3560440780142892
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,11,Missouri St.,0.27440351247787476,0.28555849876890566
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,11,Missouri St.,0.2369358092546463,0.28055541474306167
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,11,Missouri St.,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,11,Missouri St.,0.2369358092546463,0.25618593727496314
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,11,Missouri St.,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,12,Florida Gulf Coast,0.7199209332466125,0.8050835514705337
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,12,Florida Gulf Coast,0.748525857925415,0.7861732032497636
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,12,Florida Gulf Coast,0.6898005604743958,0.7136955691816785
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,12,Florida Gulf Coast,0.6898005604743958,0.7721176707337404
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7016560584540891
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.687078415340629
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,12,Florida Gulf Coast,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,12,Florida Gulf Coast,0.20312316715717316,0.22782644598940507
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.687078415340629
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,12,Florida Gulf Coast,0.23836934566497803,0.2571916803687038
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,12,Florida Gulf Coast,0.6506779789924622,0.6354195282033002
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,12,Florida Gulf Coast,0.1742979735136032,0.18887459076756744
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,12,Florida Gulf Coast,0.20358730852603912,0.23828534961324035
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,12,Florida Gulf Coast,0.2369358092546463,0.24043127921215623
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,12,Florida Gulf Coast,0.2369358092546463,0.24751425174784397
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,12,Florida Gulf Coast,0.17521685361862183,0.1896814463907885
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,13,Delaware,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,13,Delaware,0.748525857925415,0.8103185536092115
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,13,Delaware,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,13,Delaware,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,13,Delaware,0.686532735824585,0.7144415012310944
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,13,Delaware,0.27440351247787476,0.29781162750379725
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,13,Delaware,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,14,Jackson St.,0.748525857925415,0.8103185536092115
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,14,Jackson St.,0.721389651298523,0.722756805933398
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,14,Jackson St.,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,14,Jackson St.,0.721389651298523,0.722756805933398
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,14,Jackson St.,0.6506779789924622,0.6681801138197787
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,14,Jackson St.,0.2369358092546463,0.24723939726894145
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,14,Jackson St.,0.2369358092546463,0.24043127921215623
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,15,Fairfield,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,15,Fairfield,0.748525857925415,0.8103185536092115
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,15,Fairfield,0.7203254699707031,0.752485748252156
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,15,Fairfield,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,15,Fairfield,0.7203254699707031,0.752485748252156
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,15,Fairfield,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,15,Fairfield,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,15,Fairfield,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,15,Fairfield,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,15,Fairfield,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,15,Fairfield,0.721389651298523,0.7813054165790331
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,15,Fairfield,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,15,Fairfield,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,15,Fairfield,0.686532735824585,0.7144415012310944
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,15,Fairfield,0.27440351247787476,0.29781162750379725
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,15,Fairfield,0.20192360877990723,0.21869458342096698
2022,r5_r5_g02,Final Four,Region 3,1,North Carolina St.,Region 2,16,Montana St.,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,16,Montana St.,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,3,Indiana,Region 2,16,Montana St.,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,4,Oklahoma,Region 2,16,Montana St.,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,5,Notre Dame,Region 2,16,Montana St.,0.748525857925415,0.8103185536092115
2022,r5_r5_g02,Final Four,Region 3,6,Kentucky,Region 2,16,Montana St.,0.7203254699707031,0.8265349806825273
2022,r5_r5_g02,Final Four,Region 3,7,UCF,Region 2,16,Montana St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,8,Washington St.,Region 2,16,Montana St.,0.6879229545593262,0.7438140627250368
2022,r5_r5_g02,Final Four,Region 3,9,Kansas St.,Region 2,16,Montana St.,0.748525857925415,0.7878955308038316
2022,r5_r5_g02,Final Four,Region 3,10,Florida,Region 2,16,Montana St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,11,Princeton,Region 2,16,Montana St.,0.721389651298523,0.8267465389593457
2022,r5_r5_g02,Final Four,Region 3,12,Massachusetts,Region 2,16,Montana St.,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,13,IUPUI,Region 2,16,Montana St.,0.748525857925415,0.8319721010455979
2022,r5_r5_g02,Final Four,Region 3,14,Charlotte,Region 2,16,Montana St.,0.721389651298523,0.7527606027310585
2022,r5_r5_g02,Final Four,Region 3,15,Mercer,Region 2,16,Montana St.,0.721389651298523,0.8069413070012796
2022,r5_r5_g02,Final Four,Region 3,16,Longwood,Region 2,16,Montana St.,0.3195197880268097,0.34531690516346014
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,1,Stanford,0.671428382396698,0.7687947003958051
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,2,Texas,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,3,LSU,0.721389651298523,0.7813054165790331
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,4,Maryland,0.748525857925415,0.8319721010455979
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,5,Virginia Tech,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,6,Ohio St.,0.6879229545593262,0.7438140627250368
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,7,Utah,0.748525857925415,0.8103185536092115
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,8,Kansas,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,9,Georgia Tech,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,10,Arkansas,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,11,Missouri St.,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,12,Florida Gulf Coast,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,13,Delaware,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,14,Jackson St.,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,15,Fairfield,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,16,Montana St.,0.748525857925415,0.8103185536092115
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,1,North Carolina St.,0.671428382396698,0.7391620988230359
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,2,Connecticut,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,3,Indiana,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,4,Oklahoma,0.748525857925415,0.7595687207878438
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,5,Notre Dame,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,6,Kentucky,0.721389651298523,0.7813054165790331
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,7,UCF,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,8,Washington St.,0.721389651298523,0.7813054165790331
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,9,Kansas St.,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,10,Florida,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,11,Princeton,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,12,Massachusetts,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,13,IUPUI,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,14,Charlotte,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,15,Mercer,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,16,Longwood,0.721389651298523,0.7527606027310585
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,1,Stanford,0.1742979735136032,0.21124590421095993
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,2,Texas,0.2356189638376236,0.26537697331285054
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,3,LSU,0.5549583435058594,0.6832823702488847
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,4,Maryland,0.3214080035686493,0.48455438563952485
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,5,Virginia Tech,0.5028533935546875,0.5609874386459055
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,6,Ohio St.,0.6507971882820129,0.7887540957890401
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,7,Utah,0.6507971882820129,0.7887540957890401
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,8,Kansas,0.7203254699707031,0.8265349806825273
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,9,Georgia Tech,0.748525857925415,0.8319721010455979
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,10,Arkansas,0.748525857925415,0.8319721010455979
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,11,Missouri St.,0.748525857925415,0.8103185536092115
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,12,Florida Gulf Coast,0.6898005604743958,0.7721176707337404
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,13,Delaware,0.748525857925415,0.8319721010455979
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,14,Jackson St.,0.748525857925415,0.7861732032497636
2022,r6_r5_g01,Championship,Region 1,2,Iowa,Region 2,15,Fairfield,0.7203254699707031,0.8265349806825273
